text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category,,,accuracy,possible
"a name of the firm/consultant b names of those individuals who will be engaged in this project, their specific responsibilities on this project and relevant experience/qualifications c description of similar engagements that highlight the firm’s experience in business planning and building stakeholder commitment d references with details of work completed for these references e description of the approach that will be used for completing the business plan, including a timeline f cost to complete the study including estimated expenses i.e.: travel, etc. and payment structure","[0, 0, 100, 20]",7,11.04,85,0,0.248,0.172413793,0,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
RFP: To Develop the Ontario Digital Library Business Plan March 2003 7,"[0, 0, 100, 20]",7,7.56,12,0,0.0295,0.083333333,0.75,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
Evaluation and Awarding of Contract,"[0, 0, 100, 20]",8,12,5,0,0.0155,0,0.6,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.998381082,Title/Heading,,,TRUE,TRUE
The contract will be awarded to the bidder whose submission offers the best value; the contract will not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to any of the bidders responding to this RFP and we may seek further response.,"[0, 0, 100, 20]",8,11.04,49,0,0.1135,0.183673469,0.06122449,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"Specifically, proposals will be evaluated proposals according to the following criteria:","[0, 0, 100, 20]",8,11.04,11,0,0.039,0.272727273,0.090909091,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.853472492,Text/Paragraph,,,TRUE,FALSE
"Quality of the proposal /approach outlined for undertaking the business planning process Demonstrated experience Cost, including expenses Timeline and projected completion date Other relevant factors as determined by the ODL Steering Committee","[0, 0, 100, 20]",8,11.04,32,0,0.106,0.1875,0.25,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.999999989,Text/Paragraph,,,TRUE,FALSE
Questions regarding this RFP should be directed by e-mail only to Michael Ridley mridley@uoguelph.ca.mailto:mridley@uoguelph.ca,"[0, 0, 100, 20]",8,11.04,14,0,0.057,0.176470588,0.19047619,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.997254754,Text/Paragraph,,,TRUE,FALSE
Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering Committee.,"[0, 0, 100, 20]",8,11.04,19,0,0.0435,0.157894737,0.368421053,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.999502075,Text/Paragraph,,,TRUE,FALSE
RFP: To Develop the Ontario Digital Library Business Plan March 2003 8,"[0, 0, 100, 20]",8,7.56,12,0,0.0295,0.083333333,0.75,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
Appendix A: ODL Envisioned Phases & Funding,"[0, 0, 100, 20]",9,12,7,0,0.0185,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.999778205,Title/Heading,,,TRUE,TRUE
Phase I: Business Planning,"[0, 0, 100, 20]",9,9.96,4,0,0.0115,0.25,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.855695852,Title/Heading,,,TRUE,TRUE
"Timeline: March 2003 – September 2003 Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government.","[0, 0, 100, 20]",9,9.96,18,0,0.0585,0.166666667,0.277777778,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.999999996,Text/Paragraph,,,TRUE,FALSE
Result: The ODL business plan,"[0, 0, 100, 20]",9,9.96,5,0,0.0125,0,0.6,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.73927505,Text/Paragraph,,,TRUE,FALSE
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services, funding and governance structures, as well as implementation plans for 2003-2005. It will also secure the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.","[0, 0, 100, 20]",9,9.96,51,0,0.1285,0.094339623,0.113207547,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"Given the number and diversity of stakeholders involved, the business planning process must be a fully consultative approach. To ensure that the planning results in a workable plan with the full commitment of all stakeholders it must have competent, dedicated staffing and monies for the travel and communication components so critical in a consultative process.","[0, 0, 100, 20]",9,9.96,55,0,0.154,0.109090909,0.036363636,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
Phase II: Implementing and Transitioning,"[0, 0, 100, 20]",9,9.96,5,0,0.018,0,0.8,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0.779994153,Text/Paragraph,,,FALSE,TRUE
"Timeline: April 2004 – December 2006 Funding Requested: Funding from other states and provinces suggest that the ODL could receive funding of up to $50 Million over 3 years. Funding to be provided partnership of government, library stakeholders and other interested parties.","[0, 0, 100, 20]",9,9.96,42,0,0.1165,0.142857143,0.219512195,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
Result: The ODL is implemented and validated,"[0, 0, 100, 20]",9,9.96,7,0,0.019,0.428571429,0.428571429,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.662317786,Text/Paragraph,,,TRUE,FALSE
"The second phase will be to implement the ODL based on the business plan. This phase recognizes that for ODL to be optimally successful libraries must transition to a new way of doing business and providing services. The transition must occur while libraries continue to provide existing services and respond to current challenges. This implementation phase will funded by a partnership of government, library stakeholders and other interested parties as a means to quickly jumpstart the ODL.","[0, 0, 100, 20]",9,9.96,77,0,0.208,0.181818182,0.090909091,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"The seed money requested will allow libraries to realign their budgets and services as the infrastructure and content of the ODL is created and secured. Some of the funding will be new money, although there is every indication that existing budgets and methods of operating may be modified as a result of recommendations . During this phase the polices, procedures, governance structures and accountability mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded. Information resources will be identified, contracts for these resources will be negotiated and resources will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is achieving its objectives and is accountable to its key communities.","[0, 0, 100, 20]",9,9.96,122,0,0.3295,0.231404959,0.082644628,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
Phase III: Operating and Growing the ODL,"[0, 0, 100, 20]",9,9.96,7,0,0.017,0.142857143,0.714285714,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0.820093524,Text/Paragraph,,,FALSE,TRUE
Timeline: January 2007 - Funding: $50 Million annually $35 Million requested from government,"[0, 0, 100, 20]",9,9.96,13,0,0.04,0.083333333,0.416666667,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.999999447,Text/Paragraph,,,TRUE,FALSE
Result: The ODL is fully operational and sustainable,"[0, 0, 100, 20]",9,9.96,8,0,0.0225,0.125,0.375,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.986763066,Text/Paragraph,,,TRUE,FALSE
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits of the initiative and libraries will consolidate support around the ODL to grow resources and extend,"[0, 0, 100, 20]",9,9.96,33,0,0.0865,0.151515152,0.121212121,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.999999998,Text/Paragraph,,,TRUE,FALSE
RFP: To Develop the Ontario Digital Library Business Plan March 2003 9,"[0, 0, 100, 20]",9,7.56,12,0,0.0295,0.083333333,0.75,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and to enhance the ODL.,"[0, 0, 100, 20]",10,9.96,19,0,0.054,0.210526316,0.105263158,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.99998621,Text/Paragraph,,,TRUE,FALSE
"The ongoing funding of the ODL will be based on a partnership model involving all the key participants i.e. government, libraries, donors, public and private sectors. All participants i.e. beneficiaries are expected to make financial contributions to the ODL. It is important in achieving the full impact of the ODL on Ontario’s economy, society and learning support that all library sectors are participants university, colleges, public libraries and schools.","[0, 0, 100, 20]",10,9.96,69,0,0.196,0.154929577,0.097222222,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"The proposed funding model requires a continuing government investment, but also recognizes that as the ODL matures a growing share of ODL funding will come from libraries and non-governmental sources. During the 3-year implementation phase 2004 – 2006 libraries will realign their budgets to enable ongoing funding contributions to ODL. During the same period ODL must build the proposed endowment and secure public and private sector gifts and/or in-kind contributions. The following chart outlines the model. This model is based on these assumptions:","[0, 0, 100, 20]",10,9.96,83,0,0.2355,0.204819277,0.104651163,1,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"1. that ODL expenditures will increase by 50% over a 10 year period 2. that government funding will decrease from 70% to 45% during that 10 year period 3. that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55% during the same period","[0, 0, 100, 20]",10,9.96,46,0,0.113,0.086956522,0.020833333,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
OVERVIEW OF ODL FUNDING MODEL,"[0, 0, 100, 20]",10,9.96,5,1,0.0125,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.999897541,Title/Heading,,,TRUE,TRUE
Funding Source 2007 2017 Government $35M 70% $33.75M 45% Libraries $10M 20% $22.5M 30% Endowment $4.5M 9% $15M 20% Gifts/In-Kind $0.5M 1% $3.75M 5% TOTAL ANNUAL $50M $75M,"[0, 0, 100, 20]",10,10.3,28,0,0.0715,0.035714286,0.285714286,0,0,-20,0,1,0,2.04,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"While the private sector will be invited to participate in the ODL through the endowment, gifts and inkind contributions, the ODL will also explore compatible commercial services which leverage the reach of the ODL and help to offset operating costs.","[0, 0, 100, 20]",10,9.96,40,0,0.1055,0.175,0.1,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"A $50M budget leverages the consortium buying power of the province’s libraries to secure the best prices for information resources, the widest accessibility and the most favourable contracts. A budget of this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial amount of the wide and diverse information and learning needs of the citizens of Ontario an overview of the nature of the ODL digital collection is appended. The proposed ODL expenditures in 2006 represent an investment of $5.00 per citizen.","[0, 0, 100, 20]",10,9.96,88,0,0.2335,0.1,0.066666667,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a double benefit: it supports a province-wide library of high quality information resources and it strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources that enhance local services. This multiplier means that for every dollar invested in ODL the return on investment is worth $2 of value for Ontario.,"[0, 0, 100, 20]",10,9.96,74,0,0.193,0.175675676,0.106666667,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
RFP: To Develop the Ontario Digital Library Business Plan March 2003 10,"[0, 0, 100, 20]",10,7.56,12,0,0.03,0.083333333,0.75,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
Appendix B: ODL Steering Committee Terms of Reference,"[0, 0, 100, 20]",11,12,8,0,0.023,0,0.875,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.999591094,Title/Heading,,,TRUE,TRUE
1. Preamble,"[0, 0, 100, 20]",11,9.96,2,0,0.005,0,0.5,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.508363965,Title/Heading,,,TRUE,TRUE
"Implementation of the Ontario Digital Library ODL requires a detailed business plan to be developed and supported by its diverse stakeholder communities see: www.odl.on.ca. The business development planning and commitment process will be overseen by a Steering Committee, who are accountable to potential ODL funders including the Province of Ontario.","[0, 0, 100, 20]",11,9.96,50,0,0.151,0.18,0.20754717,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
2. Terms of Reference,"[0, 0, 100, 20]",11,9.96,4,0,0.009,0,0.5,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.553351046,Title/Heading,,,TRUE,TRUE
"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the business plan, securing sector support, and management of the planners and process. Specific responsibilities include:","[0, 0, 100, 20]",11,9.96,30,0,0.092,0.1,0.233333333,1,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.999999953,Text/Paragraph,,,TRUE,FALSE
"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including governance, management, funding model and structure, organizational structure, marketing, staffing, and evaluation; 2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way communication, and to ensure meaningful opportunities for stakeholder input into decisionmaking; 2.3 recruiting and managing the business planners; 2.4 defining terms of reference and resource parameters for business planners, and authorizing expenditures; 2.5 serving as a focus group for business planners to test ideas; 2.6 providing signoff for business planners at key decision points of business plan development; 2.7 securing commitment from library, government, and institutional stakeholders for implementation of the business plan; 2.8 presenting the business plan to funders 2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library and education communities.","[0, 0, 100, 20]",11,9.96,138,0,0.4455,0.137681159,0.013422819,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
3. Membership,"[0, 0, 100, 20]",11,9.96,2,0,0.006,0,0.5,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.990101602,Title/Heading,,,TRUE,TRUE
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two representatives to the steering committee","[0, 0, 100, 20]",11,9.96,21,0,0.0615,0.047619048,0.285714286,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.999999294,Text/Paragraph,,,TRUE,FALSE
"3.1 Schools: Ontario School Library Association OSLA and The Association of Library Consultants and Coordinators of Ontario TALCO  Executive Council of OSLA to name representative in consultation with TALCO 3.2 Universities: Ontario Council of University Libraries OCUL  OCUL to name 3.3 Colleges: Bibliocentre, and Heads of Libraries and Learning Resources UAG and HLLR to name 3.4 Public libraries: Administrators of Medium-sized Public Libraries of Ontario AMPLO, Administrators of Rural Urban Public Libraries of Ontario ARUPLO, Administrators of Small Public Libraries of Ontario ASPLO and Chief Executives of Large-sized Public Libraries of Ontario CELPLO Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name","[0, 0, 100, 20]",11,9.96,102,0,0.306,0.039215686,0.592592593,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
RFP: To Develop the Ontario Digital Library Business Plan March 2003 11,"[0, 0, 100, 20]",11,7.56,12,0,0.03,0.083333333,0.75,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"3.5 Ontario Library Association representative ex-officio  OLA to appoint one representative Role of the OLA ex-officio member: To act as a liaison between the steering committee and the OLA Board, and to assist the chair with the administrative responsibilities connected with the preparation of the business plan, finance, and communications.","[0, 0, 100, 20]",12,9.96,50,0,0.147,0.1,0.169811321,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its discretion, call on invited experts to advise on issues as required.","[0, 0, 100, 20]",12,9.96,28,0,0.068,0.178571429,0.137931034,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.999999495,Text/Paragraph,,,TRUE,FALSE
4. Appointment Criteria and Process,"[0, 0, 100, 20]",12,9.96,5,0,0.0155,0,0.6,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0.574074558,Text/Paragraph,,,FALSE,TRUE
4.1 Groups and organizations named in Section 3 above are responsible for appointing up to two representatives to the Steering Committee.,"[0, 0, 100, 20]",12,9.96,21,0,0.0585,0.142857143,0.181818182,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.999999875,Text/Paragraph,,,TRUE,FALSE
4.2 Desired characteristics for steering committee appointees include:,"[0, 0, 100, 20]",12,9.96,8,0,0.0315,0.25,0.111111111,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.60000383,Text/Paragraph,,,TRUE,FALSE
Strategic thinkers; Committed to the concept of multi-sector partnerships; Knowledgeable about digital libraries and resources; Knowledgeable about government structures; Respected by their communities; influential; Able to take a consultative approach; Able to devote time to Steering Committee business: approximately one day per month for meetings plus 2-3 working days per month on related activities .,"[0, 0, 100, 20]",12,9.96,55,0,0.176,0.074074074,0.160714286,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
5. Term,"[0, 0, 100, 20]",12,9.96,2,0,0.003,0,0.5,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.998052405,Title/Heading,,,TRUE,TRUE
Expected term on the Steering Committee is the time required to complete development of the business plan plus two months. This process is expected to take approximately 6 months.,"[0, 0, 100, 20]",12,9.96,29,0,0.0755,0.24137931,0.137931034,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
6. Chair,"[0, 0, 100, 20]",12,9.96,2,0,0.0035,0,0.5,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.742835501,Title/Heading,,,TRUE,TRUE
Chair will be appointed by the Board of the Ontario Library Association.,"[0, 0, 100, 20]",12,9.96,12,0,0.0305,0.166666667,0.416666667,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.994866774,Text/Paragraph,,,TRUE,FALSE
Role of the Chair:,"[0, 0, 100, 20]",12,9.96,4,0,0.0075,0,0.5,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.601593159,Text/Paragraph,,,TRUE,FALSE
In addition to the characteristics for appointees 4.2 the role of the chair will be as a process agent,"[0, 0, 100, 20]",12,9.96,19,0,0.042,0.052631579,0.05,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.999936585,Text/Paragraph,,,TRUE,FALSE
"working with the selected consultants, OLA, and the Steering Committee to prepare the business plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of the business plan, and communications to stakeholders, funders, and government.","[0, 0, 100, 20]",12,9.96,43,0,0.117,0.139534884,0.090909091,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
7. Meetings,"[0, 0, 100, 20]",12,9.96,2,0,0.005,0,0.5,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.854054183,Title/Heading,,,TRUE,TRUE
"It is expected that in person meetings are held once per month and the majority of business will be conducted by e-mail, and teleconference.","[0, 0, 100, 20]",12,9.96,24,0,0.0585,0.25,0.04,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.999998707,Text/Paragraph,,,TRUE,FALSE
8. Lines of Accountability and Communication,"[0, 0, 100, 20]",12,9.96,6,0,0.0195,0,0.5,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0.691001374,Text/Paragraph,,,FALSE,TRUE
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan funders. 8.2 The role of the Ontario Library Association is to assume responsibility for funds contributed by the ODL funders to finance the business plan, to hold the funds in a separate account, and disperse them for purposes as directed by the Steering Committee. OLA will provide financial reports to the Steering Committee as requested and shall comply with all government reporting regulations for funds received. RFP: To Develop the Ontario Digital Library Business Plan March 2003 12","[0, 0, 100, 20]",12,9.66,94,0,0.2465,0.14893617,0.25,0,0,-20,0,1,0,2.4,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
"8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for ongoing communications and consultation on issues and progress. The Steering committee is responsible for strong liaison with government particularly the Chief Information Officer Community Services Cluster, ADM’s and Deputy Ministers.","[0, 0, 100, 20]",13,9.96,44,0,0.1435,0.065217391,0.304347826,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
9. Financial and Administrative Policies,"[0, 0, 100, 20]",13,9.96,5,0,0.018,0,0.6,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0.59870046,Text/Paragraph,,,FALSE,TRUE
"9.1 Service on the Steering Committee is non-remunerative 9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the policies of the Ontario Library Association 9.3 Conflict of Interest: The ODL Steering Committee will function according to standard conflict of interest guidelines ensuring that members, their immediate family members, or their places of employment, will not benefit financially from the decisions the Steering Committee might make. As a first order of business, the Steering Committee will be expected to adopt a conflict of interest policy statement and procedural guidelines that will govern its work. RFP: To Develop the Ontario Digital Library Business Plan March 2003 13","[0, 0, 100, 20]",13,9.72,109,0,0.311,0.137614679,0.256637168,0,0,-20,0,1,0,2.4,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
Appendix C: ODL’s Envisioned Electronic Resources,"[0, 0, 100, 20]",14,12,6,0,0.022,0,0.857142857,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0.999925308,Title/Heading,,,TRUE,TRUE
"The purpose of the ODL is to provide equal access to information for all Ontario citizens through collaboration and resource sharing. ODL will be a portal - capable of customization as a home page for local libraries - to organized, comprehensive, authoritative and validated e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects of their education, life and work. Some examples:","[0, 0, 100, 20]",14,9.96,69,0,0.178,0.074626866,0.088235294,1,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
1. Reference Resources,"[0, 0, 100, 20]",14,9.96,3,0,0.01,0,0.666666667,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.80858059,Title/Heading,,,FALSE,TRUE
"directories: companies, associations, organizations, governments, educational institutions, etc. etc. almanacs, country information dictionaries, thesauri, encyclopedias consumer information phone books, travel guides, entertainment guides weather information media/newspapers leisure time, recreational activity guides indexing and abstracting services currency converters, virtual reference services vocational/career information internet search engines current awareness services","[0, 0, 100, 20]",14,9.96,48,0,0.2175,0.020833333,0,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
2. Subject Guides,"[0, 0, 100, 20]",14,9.96,3,0,0.0075,0,0.666666667,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.530874656,Title/Heading,,,FALSE,TRUE
"arts and humanities business and economics education recreation and sports entertainment - games, activities for kids health information science and technology social sciences society and culture","[0, 0, 100, 20]",14,9.96,26,0,0.085,0,0,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.99999822,Text/Paragraph,,,TRUE,FALSE
3. Educational tool-kits,"[0, 0, 100, 20]",14,9.96,3,0,0.011,0,0.25,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.887275266,Title/Heading,,,FALSE,TRUE
"guides to information gathering methodologies, information literacy study guides study skill development web-based curricula internet search guides","[0, 0, 100, 20]",14,9.96,17,0,0.0655,0.058823529,0,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.999986435,Text/Paragraph,,,TRUE,FALSE
"4. Journals, books, maps, music etc.","[0, 0, 100, 20]",14,9.96,6,0,0.0155,0,0.166666667,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.793273871,Text/Paragraph,,,TRUE,FALSE
RFP: To Develop the Ontario Digital Library Business Plan March 2003 14,"[0, 0, 100, 20]",14,7.56,12,0,0.03,0.083333333,0.75,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Text/Paragraph,,,TRUE,FALSE
